LastSeen,IP,UID,Name,SW,Vdd,CpuTemp,AccTemp,WakeUp,AccDataX,AccDataY,AccDataZ
10/08/2016 12:04:37,62.149.145.19,0008800D-4D335719-20303038,bagno,0.7,3051,30,255,MOVE,0.00,-1.03.00,0.00
10/08/2016 12:04:36,62.149.145.19,0008800D-4D335719-20303038,bagno,0.7,3051,30,255,MOVE,0.00,-1.50.00,0.00
10/08/2016 12:04:35,62.149.145.19,0008800D-4D335719-20303038,bagno,0.7,3042,30,255,MOVE,0.00,-1.38.00,0.00
10/08/2016 12:04:12,62.149.145.19,00440005-4D335719-20303038,corridoio,0.7,3057,25,255,TIME,0.00,-1.02.00,0.00
10/08/2016 12:04:05,62.149.145.19,0008800D-4D335719-20303038,bagno,0.7,3042,30,255,MOVE,0.00,-1.34.00,0.00
10/08/2016 12:02:38,62.149.145.19,0007800C-4D335719-20303038,studiolo,0.8,3031,30,23,MOVE,0.00,-1.03.00,0.00
10/08/2016 12:02:37,62.149.145.19,0007800C-4D335719-20303038,studiolo,0.8,3058,30,23,MOVE,0.00,-1.10.00,0.00
10/08/2016 12:02:37,62.149.145.19,0007800C-4D335719-20303038,studiolo,0.8,3058,30,23,MOVE,0.00,-1.10.00,0.00
10/08/2016 12:02:36,62.149.145.19,0007800C-4D335719-20303038,studiolo,0.8,3049,30,22,MOVE,0.00,-1.18.00,0.00
10/08/2016 12:02:35,62.149.145.19,0007800C-4D335719-20303038,studiolo,0.8,3092,30,22,MOVE,0.00,-1.30.00,0.00
10/08/2016 12:02:35,62.149.145.19,0007800C-4D335719-20303038,studiolo,0.8,3077,30,23,MOVE,-0.29.00,-2.23.00,0.39
10/08/2016 11:50:02,62.149.145.19,00080003-4D335719-20303038,camera_max,0.7,3058,27,255,TIME,0.00,-1.05.00,0.00
10/08/2016 11:27:38,62.149.145.20,00228019-4D335719-20303038,camera_manu,0.7,3044,25,255,TIME,0.00,-1.00.00,0.00
10/08/2016 11:12:13,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2976,28,20,MOVE,0.00,-1.35.00,0.00
10/08/2016 11:12:12,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2983,28,20,MOVE,0.00,-1.36.00,0.00
10/08/2016 11:12:07,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2977,28,20,MOVE,0.00,-1.30.00,0.00
10/08/2016 11:12:05,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2983,28,21,MOVE,0.00,-1.00.00,0.00
10/08/2016 11:11:59,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2969,28,21,MOVE,0.00,-1.34.00,0.00
10/08/2016 11:11:58,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2981,28,21,MOVE,-0.19.00,-2.17.00,-0.16.00
10/08/2016 11:11:56,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2981,28,21,MOVE,0.00,-1.37.00,0.00
10/08/2016 11:11:55,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2976,28,20,MOVE,0.00,-1.38.00,0.00
10/08/2016 11:11:54,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2988,28,21,MOVE,0.00,-1.26.00,0.00
10/08/2016 11:11:47,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2977,28,21,MOVE,0.00,-1.47.00,0.00
10/08/2016 11:11:47,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2972,28,20,MOVE,0.00,-1.30.00,0.00
10/08/2016 11:11:46,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2986,28,21,MOVE,-0.15.00,-1.32.00,0.00
10/08/2016 11:11:45,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2993,28,20,MOVE,0.00,-0.45.00,0.00
10/08/2016 10:44:18,62.149.145.20,00310015-4D335719-20303038,sala_big,0.7,3053,25,255,TIME,0.00,-1.39.00,0.00
10/08/2016 10:29:06,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.8,3047,30,24,MOVE,0.00,-1.03.00,0.00
10/08/2016 10:29:05,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.8,3083,30,24,MOVE,0.00,-1.10.00,0.00
10/08/2016 10:29:04,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.8,3100,30,24,MOVE,0.00,-1.05.00,0.00
10/08/2016 10:29:04,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.8,3083,30,24,MOVE,0.00,-1.10.00,0.00
10/08/2016 10:29:01,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.8,3123,30,24,MOVE,0.00,-1.34.00,0.00
10/08/2016 10:29:01,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.8,3079,30,24,MOVE,0.00,-1.30.00,0.00
10/08/2016 10:29:01,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.8,3077,30,23,MOVE,0.00,-1.03.00,0.00
10/08/2016 10:29:00,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.8,3123,30,24,MOVE,0.00,-1.34.00,0.00
10/08/2016 10:28:18,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,2997,28,20,MOVE,0.00,-1.33.00,0.00
10/08/2016 07:04:24,62.149.145.23,00440005-4D335719-20303038,corridoio,0.7,3057,26,255,TIME,0.00,-1.03.00,0.00
10/08/2016 06:47:36,62.149.145.23,00080003-4D335719-20303038,camera_max,0.7,3059,29,255,TIME,0.00,-1.05.00,0.00
10/08/2016 06:28:12,62.149.145.23,00228019-4D335719-20303038,camera_manu,0.7,3048,25,255,TIME,0.00,-1.00.00,0.00
10/08/2016 06:24:09,62.149.145.23,0010800B-4D335719-20303038,sala_small,0.8,3033,25,18,TIME,0.00,-1.38.00,0.00
10/08/2016 05:42:42,62.149.145.19,00310015-4D335719-20303038,sala_big,0.7,3053,27,255,TIME,0.00,-1.38.00,0.00
10/08/2016 04:59:04,62.149.145.24,0041001D-4D335719-20303038,cucina,0.8,3024,28,20,TIME,0.00,-1.38.00,0.00
10/08/2016 04:52:50,62.149.145.24,0008800D-4D335719-20303038,bagno,0.7,3048,25,255,TIME,0.00,-1.38.00,0.00
10/08/2016 04:51:18,62.149.145.24,0007800C-4D335719-20303038,studiolo,0.7,2925,26,255,TIME,0.00,-1.03.00,0.00
10/08/2016 04:45:55,62.149.145.24,00080011-4D335719-20303038,free_1,0.8,2777,30,24,TIME,0.00,0.00,1.07
10/08/2016 02:04:35,62.149.145.19,00440005-4D335719-20303038,corridoio,0.7,3062,27,255,TIME,0.00,-1.02.00,0.00
10/08/2016 01:45:13,62.149.145.20,00080003-4D335719-20303038,camera_max,0.7,3065,29,255,TIME,0.00,-1.05.00,0.00
10/08/2016 01:28:47,62.149.145.20,00228019-4D335719-20303038,camera_manu,0.7,3051,27,255,TIME,0.00,-1.01.00,0.00
10/08/2016 01:25:29,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3083,30,24,MOVE,0.00,-1.01.00,0.00
10/08/2016 01:25:24,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3077,30,23,MOVE,0.00,-1.05.00,0.00
10/08/2016 01:25:22,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3072,30,23,MOVE,0.00,-1.38.00,0.00
10/08/2016 01:25:21,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3074,30,23,MOVE,0.00,-1.03.00,0.00
10/08/2016 01:25:20,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3074,30,23,MOVE,0.00,-1.01.00,0.00
10/08/2016 01:25:19,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3070,30,23,MOVE,0.00,-1.01.00,0.00
10/08/2016 01:25:18,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3087,30,23,MOVE,0.00,-1.14.00,0.00
10/08/2016 01:25:15,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3076,30,23,MOVE,0.00,-1.08.00,0.00
10/08/2016 01:25:15,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3066,30,23,MOVE,0.00,-1.38.00,0.00
10/08/2016 01:25:14,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3076,30,24,MOVE,0.00,-1.39.00,0.00
10/08/2016 01:25:13,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3098,30,23,MOVE,0.00,-1.08.00,0.00
10/08/2016 01:25:13,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3087,30,24,MOVE,0.00,-1.34.00,0.00
10/08/2016 01:25:08,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3095,30,23,MOVE,0.00,-1.04.00,0.00
10/08/2016 01:25:07,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3098,30,23,MOVE,0.00,-1.35.00,0.00
10/08/2016 01:25:05,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3093,30,23,MOVE,0.00,-1.07.00,0.00
10/08/2016 01:25:03,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3100,30,23,MOVE,0.00,-1.30.00,-0.16.00
10/08/2016 01:25:02,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3110,30,23,MOVE,0.00,-1.33.00,0.00
10/08/2016 00:41:04,62.149.145.21,00310015-4D335719-20303038,sala_big,0.7,3053,28,255,TIME,0.00,-1.38.00,0.00
09/08/2016 23:58:10,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3035,28,20,MOVE,0.00,-1.38.00,0.00
09/08/2016 23:58:08,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3050,28,21,MOVE,0.00,-1.10.00,0.00
09/08/2016 23:58:08,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3044,28,21,MOVE,0.00,-1.15.00,0.00
09/08/2016 23:58:07,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3051,28,21,MOVE,0.00,-1.18.00,0.00
09/08/2016 23:58:06,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3050,28,20,MOVE,0.00,-1.33.00,0.00
09/08/2016 23:58:05,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3068,28,21,MOVE,0.00,-1.19.00,0.00
09/08/2016 23:58:05,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3068,28,21,MOVE,0.00,-1.19.00,0.00
09/08/2016 23:58:03,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3064,28,21,MOVE,0.00,-1.29.00,0.00
09/08/2016 23:58:02,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3079,28,20,MOVE,0.00,-1.26.00,0.00
09/08/2016 23:57:07,62.149.145.20,0008800D-4D335719-20303038,bagno,0.7,3049,30,255,MOVE,0.00,-1.36.00,0.00
09/08/2016 23:57:07,62.149.145.20,0008800D-4D335719-20303038,bagno,0.7,3051,30,255,MOVE,0.00,-1.34.00,0.00
09/08/2016 23:56:15,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.7,2909,30,255,MOVE,-0.17.00,-1.32.00,0.00
09/08/2016 23:56:15,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.7,2891,30,255,MOVE,0.00,-1.03.00,0.00
09/08/2016 23:56:14,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.7,2913,30,255,MOVE,0.00,-1.23.00,0.00
09/08/2016 23:56:13,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.7,2899,30,255,MOVE,0.00,-1.02.00,0.00
09/08/2016 23:56:12,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.7,2903,30,255,MOVE,0.00,-1.12.00,0.00
09/08/2016 23:56:12,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.7,2899,30,255,MOVE,0.00,-1.02.00,0.00
09/08/2016 23:56:11,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.7,2932,30,255,MOVE,0.00,-1.03.00,0.00
09/08/2016 23:56:10,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.7,2932,30,255,MOVE,0.00,-1.03.00,0.00
09/08/2016 23:47:12,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2820,31,24,MOVE,0.00,-1.38.00,0.00
09/08/2016 23:47:10,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2818,31,25,MOVE,0.00,0.37,1.19
09/08/2016 23:47:09,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2821,31,24,MOVE,-0.24.00,1.32,0.00
09/08/2016 23:47:09,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2821,30,25,MOVE,0.00,1.02,0.00
09/08/2016 23:47:08,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2820,31,25,MOVE,-0.17.00,1.07,-0.47.00
09/08/2016 23:47:07,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2816,31,25,MOVE,0.00,1.35,-0.16.00
09/08/2016 23:47:06,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2809,30,24,MOVE,0.00,1.08,0.00
09/08/2016 23:47:04,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2794,30,24,MOVE,0.00,1.17,0.43
09/08/2016 23:37:11,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2807,30,25,MOVE,0.00,0.56,0.00
09/08/2016 23:35:52,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2813,30,25,MOVE,0.00,1.33,0.00
09/08/2016 23:35:52,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2816,31,24,MOVE,0.00,1.37,0.00
09/08/2016 23:35:43,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2809,31,25,MOVE,0.20,0.38,0.00
09/08/2016 23:35:43,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2821,30,24,MOVE,0.22,0.00,0.00
09/08/2016 23:35:01,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2799,30,24,MOVE,0.18,1.17,0.00
09/08/2016 23:29:30,88.147.112.244,00080011-4D335719-20303038,free_1,0.8,2805,30,24,MOVE,-0.15.00,1.34,-0.34.00
09/08/2016 23:29:29,88.147.112.244,00080011-4D335719-20303038,free_1,0.8,2790,30,25,MOVE,0.00,1.26,0.00
09/08/2016 23:14:54,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2793,30,24,MOVE,0.00,1.24,0.00
09/08/2016 23:14:54,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2805,30,25,MOVE,0.00,1.36,0.00
09/08/2016 22:58:20,88.147.112.244,00080011-4D335719-20303038,free_1,0.8,2815,31,25,MOVE,0.00,1.35,0.00
09/08/2016 22:58:06,88.147.112.244,00080011-4D335719-20303038,free_1,0.8,2810,31,26,MOVE,0.00,0.36,0.00
09/08/2016 22:58:06,88.147.112.244,00080011-4D335719-20303038,free_1,0.8,2821,31,26,MOVE,0.00,1.00,0.00
09/08/2016 22:57:47,88.147.112.244,00080011-4D335719-20303038,free_1,0.8,2805,31,26,MOVE,0.00,0.41,0.00
09/08/2016 22:55:31,88.147.112.244,00080011-4D335719-20303038,free_1,0.8,2810,31,25,MOVE,0.00,0.47,0.00
09/08/2016 22:55:25,88.147.112.244,00080011-4D335719-20303038,free_1,0.8,2804,30,24,MOVE,0.00,1.08,0.00
09/08/2016 22:55:07,88.147.112.244,00080011-4D335719-20303038,free_1,0.8,2802,30,25,MOVE,0.00,0.34,0.00
09/08/2016 22:54:54,88.147.112.244,00080011-4D335719-20303038,free_1,0.8,2794,30,24,MOVE,0.00,0.30,1.36
09/08/2016 22:46:49,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2791,30,24,MOVE,0.00,1.06,0.27
09/08/2016 22:45:19,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3157,32,24,MOVE,0.00,-1.37.00,0.00
09/08/2016 22:45:18,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3167,31,26,MOVE,0.00,-1.29.00,-0.18.00
09/08/2016 22:45:18,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3159,31,26,MOVE,0.00,-1.10.00,-0.17.00
09/08/2016 22:45:17,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3183,32,26,MOVE,0.00,-1.12.00,0.00
09/08/2016 22:43:35,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.7,2918,30,255,MOVE,0.00,-1.39.00,0.00
09/08/2016 22:43:33,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.7,2915,30,255,MOVE,0.00,-1.35.00,0.00
09/08/2016 22:43:33,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.7,2915,30,255,MOVE,0.00,-1.03.00,0.00
09/08/2016 22:43:31,62.149.145.20,0007800C-4D335719-20303038,studiolo,0.7,2932,30,255,MOVE,0.00,-1.31.00,0.00
09/08/2016 22:43:10,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3181,33,27,MOVE,0.00,-1.11.00,0.00
09/08/2016 22:43:09,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3167,33,26,MOVE,0.00,-1.01.00,0.00
09/08/2016 22:42:50,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3163,33,26,MOVE,-0.33.00,-1.01.00,0.00
09/08/2016 22:42:50,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3157,33,27,MOVE,-0.16.00,-1.22.00,-0.18.00
09/08/2016 22:42:49,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3167,32,27,MOVE,-0.23.00,-1.32.00,0.00
09/08/2016 22:42:48,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3169,32,26,MOVE,-0.47.00,-1.02.00,0.00
09/08/2016 22:42:46,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3185,32,27,MOVE,-0.45.00,-1.32.00,-0.24.00
09/08/2016 22:42:43,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3189,32,26,MOVE,-0.27.00,-1.05.00,1.07
09/08/2016 22:42:40,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.8,3189,32,26,POWERON,-0.33.00,0.41,-1.38.00
09/08/2016 22:41:41,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.7,3323,31,255,POWERON,0.59,-0.58.00,-1.02.00
09/08/2016 22:40:49,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.7,2946,30,255,MOVE,1.24,0.22,-0.45.00
09/08/2016 22:40:49,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.7,2930,30,255,MOVE,1.19,0.00,-1.30.00
09/08/2016 22:40:33,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.7,2937,30,255,MOVE,0.00,-1.07.00,0.00
09/08/2016 22:40:32,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.7,2949,30,255,MOVE,0.00,-1.00.00,0.00
09/08/2016 22:40:32,62.149.145.20,0010800B-4D335719-20303038,sala_small,0.7,2942,30,255,MOVE,0.00,-1.05.00,-0.15.00
09/08/2016 22:39:53,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3169,34,27,MOVE,0.00,-1.26.00,0.00
09/08/2016 22:39:53,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3161,33,27,MOVE,0.00,-1.38.00,0.00
09/08/2016 22:39:34,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3155,33,27,MOVE,0.00,-1.39.00,0.00
09/08/2016 22:39:32,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3165,33,26,MOVE,-0.23.00,-1.36.00,0.00
09/08/2016 22:39:25,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3157,33,27,MOVE,0.46,-1.36.00,-0.23.00
09/08/2016 22:39:21,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3153,34,26,MOVE,-0.47.00,-0.38.00,-1.20.00
09/08/2016 22:39:20,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3165,33,27,MOVE,0.00,-1.23.00,-0.37.00
09/08/2016 22:39:17,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3161,33,27,MOVE,0.19,-1.38.00,-0.20.00
09/08/2016 22:39:16,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3163,33,27,MOVE,0.00,-1.00.00,-0.17.00
09/08/2016 22:39:15,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3169,33,26,MOVE,0.43,-1.05.00,-0.28.00
09/08/2016 22:39:09,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3171,33,26,MOVE,0.00,-1.25.00,0.00
09/08/2016 22:39:09,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3157,33,27,MOVE,0.00,-0.27.00,0.28
09/08/2016 22:39:03,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3177,32,26,MOVE,0.30,-1.03.00,-0.51.00
09/08/2016 22:39:00,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3173,32,27,MOVE,0.00,-1.33.00,-0.40.00
09/08/2016 22:38:59,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3179,32,26,MOVE,0.00,-1.14.00,0.00
09/08/2016 22:38:54,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3179,32,26,MOVE,-0.19.00,-1.38.00,0.25
09/08/2016 22:38:54,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3167,32,26,MOVE,0.00,-1.12.00,0.00
09/08/2016 22:38:52,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3181,32,25,MOVE,0.00,-1.32.00,0.00
09/08/2016 22:38:51,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3187,32,25,POWERON,0.00,-0.56.00,-1.15.00
09/08/2016 22:29:33,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2828,32,27,MOVE,0.00,-2.12.00,0.23
09/08/2016 22:29:33,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2821,32,27,MOVE,0.00,-1.34.00,0.00
09/08/2016 22:29:26,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2831,32,27,MOVE,-0.16.00,0.00,1.33
09/08/2016 22:29:25,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2829,33,26,MOVE,1.38,0.31,1.02
09/08/2016 22:29:24,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2824,32,26,MOVE,0.00,0.00,1.10
09/08/2016 22:29:23,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2829,32,27,MOVE,-2.28.00,-0.17.00,1.37
09/08/2016 22:29:21,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2820,32,27,MOVE,0.00,-1.35.00,0.00
09/08/2016 22:29:20,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2823,32,26,MOVE,0.00,-2.37.00,0.32
09/08/2016 22:29:08,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2826,32,27,MOVE,0.00,-1.28.00,0.34
09/08/2016 22:29:06,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2828,32,26,MOVE,0.17,-1.05.00,0.58
09/08/2016 22:29:05,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2826,32,27,MOVE,0.00,-1.37.00,0.16
09/08/2016 22:29:04,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2828,32,27,MOVE,0.00,-1.35.00,0.00
09/08/2016 22:29:03,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2820,32,27,MOVE,0.00,-1.38.00,0.00
09/08/2016 22:29:02,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2828,32,26,MOVE,-0.21.00,-1.45.00,0.00
09/08/2016 22:29:00,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2818,32,27,MOVE,0.15,-1.37.00,0.19
09/08/2016 22:28:55,62.149.145.20,00080011-4D335719-20303038,free_1,0.8,2801,32,27,POWERON,0.00,0.58,-1.10.00
09/08/2016 22:28:28,62.149.145.20,00080011-4D335719-20303038,free_1,0.7,3313,32,26,POWERON,1.07,-1.07.00,0.00
09/08/2016 22:27:58,62.149.145.20,00080011-4D335719-20303038,free_1,0.7,2796,30,255,POWERON,0.00,0.51,-1.21.00
09/08/2016 22:27:45,62.149.145.20,00080011-4D335719-20303038,free_1,0.7,2809,30,255,MOVE,0.48,-0.57.00,-0.54.00
09/08/2016 22:27:44,62.149.145.20,00080011-4D335719-20303038,free_1,0.7,2809,30,255,MOVE,1.17,0.16,-0.37.00
09/08/2016 22:27:43,62.149.145.20,00080011-4D335719-20303038,free_1,0.7,2790,30,255,MOVE,0.00,-1.34.00,-1.14.00
09/08/2016 22:27:13,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3317,32,25,POWERON,0.00,-1.29.00,-0.42.00
09/08/2016 22:27:09,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3319,32,24,POWERON,1.24,-0.42.00,0.00
09/08/2016 22:27:00,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3306,31,24,MOVE,-0.18.00,-1.04.00,-0.16.00
09/08/2016 22:27:00,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3302,31,24,MOVE,0.00,-1.08.00,0.00
09/08/2016 22:26:58,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3306,31,24,MOVE,-0.36.00,-1.16.00,-0.32.00
09/08/2016 22:26:33,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3317,32,24,POWERON,0.00,-1.34.00,-0.26.00
09/08/2016 22:25:39,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3317,32,24,MOVE,0.00,-1.34.00,0.00
09/08/2016 22:25:33,62.149.145.20,0041001D-4D335719-20303038,cucina,0.8,3315,32,24,POWERON,0.00,-1.35.00,-0.28.00
09/08/2016 22:23:34,62.149.145.20,00080011-4D335719-20303038,free_1,0.7,2798,30,255,MOVE,0.00,-1.15.00,0.16
09/08/2016 22:23:30,62.149.145.20,00080011-4D335719-20303038,free_1,0.7,2785,30,255,MOVE,0.00,-0.33.00,0.00
09/08/2016 22:18:43,62.149.145.20,00080011-4D335719-20303038,free_1,0.7,2793,30,255,MOVE,0.00,-1.00.00,0.00
09/08/2016 22:18:42,62.149.145.20,00080011-4D335719-20303038,free_1,0.7,2781,30,255,MOVE,0.00,-1.16.00,0.00
09/08/2016 21:27:55,62.149.145.23,0008800D-4D335719-20303038,bagno,0.7,3049,31,255,TIME,0.00,-1.38.00,0.00
09/08/2016 21:04:52,62.149.145.24,00440005-4D335719-20303038,corridoio,0.7,3062,30,255,TIME,0.00,-1.02.00,0.00
09/08/2016 20:42:53,62.149.145.24,00080003-4D335719-20303038,camera_max,0.7,3063,31,255,TIME,0.00,-1.05.00,0.00
09/08/2016 20:29:26,62.149.145.24,00228019-4D335719-20303038,camera_manu,0.7,3053,30,255,TIME,0.00,-1.02.00,0.00
09/08/2016 20:04:59,62.149.145.19,0007800C-4D335719-20303038,studiolo,0.7,2904,30,255,MOVE,0.00,-1.15.00,0.00
09/08/2016 20:04:59,62.149.145.19,0007800C-4D335719-20303038,studiolo,0.7,2899,30,255,MOVE,0.00,-1.01.00,0.00
09/08/2016 20:04:58,62.149.145.19,0007800C-4D335719-20303038,studiolo,0.7,2930,30,255,MOVE,0.00,-1.30.00,0.00
09/08/2016 20:04:58,62.149.145.19,0007800C-4D335719-20303038,studiolo,0.7,2930,30,255,MOVE,0.00,-1.30.00,0.00
09/08/2016 20:03:12,62.149.145.19,00080011-4D335719-20303038,free_1,0.7,2809,30,255,MOVE,0.00,0.00,0.20
09/08/2016 20:03:11,62.149.145.19,00080011-4D335719-20303038,free_1,0.7,2801,30,255,MOVE,0.00,-1.26.00,0.00
09/08/2016 20:03:09,62.149.145.19,00080011-4D335719-20303038,free_1,0.7,2793,30,255,MOVE,0.00,-1.39.00,0.19
